,text,label
2620,"Everybody who I had contacted with was polite, kind & understanding & took their profession seriously & made me feel welcome & comfortable whilst I had my treatment done & was discharged.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
2621,Everybody who came to my home was so helpful and kind. I was very happy with them all.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2622,Everyone  was 100% during my stay at the Cleveland clinic. I can not fault anyone or anything. I had everything I needed when I needed it and all the doctors and nurses made sure I was well looked after.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2623,Everyone (including the lady cleaning the toilets) was kind and caring and alert to how they could be as helpful as possible.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2624,"Everyone I came across in my 4 day stay was kind, compassionate and competent, 
The facilities are top notch . The food was delicious. 
I felt very lucky and privileged to receive this standard of care",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2625,Everyone I came across treated me with great kindness and compassion. They made me feel very safe and their professionalism gave me confidence that I was in the right place.,[0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 0. 0. 0. 0.]
2626,"Everyone I came into contact with at the Clinic, the reception staff, the consultant and the phlebotomists were extremely friendly, caring and efficient.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2627,Everyone I came into contact with was extremely professional and thorough.,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
2628,Everyone I come to the CLC I have a great experience full of care.   Everyone is so professional and I really trust my health in there hands.,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 1.]
2629,"Everyone I dealt with was courteous and helpful, esp. the consultant I met with.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2630,Everyone I dealt with was very helpful.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2631,"Everyone I dealt with, from reception to room based care, physio pre op prep, anaesthetists and even when taken from room to room for various reasons, the service/quality of care provided by every single person was absolutely top class.
I was made to feel really cared for, made comfortable to alleviate any concerns I may have had (even though none were raised) and this felt almost like a hotel stay rather than a hospital one.
The overall process and information provided throughout really made a difference.
Lastly, the Doctor was excellent and made sure I was well informed.",[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]
2632,"Everyone I encountered on the day was very helpful, kind and professional",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
2633,"Everyone I encountered treated me with with care and respect, were friendly and professional. A particular thank you to Kyleigh in my room for her exceptional care and Miguel who escorted me through the procedure keeping me calm and supported through my procedure.  However, as I say everyone was wonderful so thank you.",[0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0.]
2634,"Everyone I had contact with was patient, calm, and pleasant, which eased my anxiety and supported me to feel more at ease.

My therapist, Victoria Ward, was excellent and I am very grateful for their kindness and support, which aided me to feel secure and open up to reflect and address difficult issues. I felt listened to and respected",[0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 1. 1. 0. 0. 1.]
2635,"Everyone I had contact with was professional, courteous, responsive and helped in everyday they could.  I was seen by CT team earlier than my apt which helped me.",[0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
2636,"Everyone I had dealings with at Grosvenor Place was friendly, welcoming and professional. I was made to feel important to them all and that my health was their primary concern",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
2637,"Everyone I have come into contact with, both in person and over the phone, have been lovely and professional.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 0. 0. 0. 0.]
2638,"Everyone I met on this visit and on a previous one where my husband was the patient were all very pleasant and competent in their job.  I met with Dr. Joan Pattle and I have finally found in her the GPA that I want to have for myself in England. I am a dual citizen and have doctors in the states, it was just a delight to meet such a calm, pleasant and clearly extremely bright doctor. I feel in good hands.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2639,Everyone I met was courteous friendly and caring. Could not have asked for more.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2640,Everyone I spoke to was very helpful.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2641,Everyone always kind and respectful.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
2642,"Everyone at Cleveland was helpful, friendly and respectful.  I felt well looked after",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0.]
2643,"Everyone at Portland Place was helpful clear in what they were telling me and made me 

feel welcome and relaxed    to be honest I have never had such good hospital 

treatment before and I have had colon surgery  chemo and various injury treatments

both private and NHS  

Well done  10 out of 10  eleven if that were possible",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2644,"Everyone at the Cleveland was amazing! Everyone was so kind and compassionate, thank you so much",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2645,Everyone at the Next Steps Fair was very helpful and informative. They also made me feel very welcome as I attended on my own.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0.]
2646,Everyone at the clinic was welcoming & attentive.,[0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2647,"Everyone at the hospital was friendly, kind and professional.  That makes all the difference when you're concerned about your health and well being.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
2648,"Everyone at the service has been really kind and understanding. They have also allowed me to take my time which has made the whole process a lot easier. They are very good at listening and talking about what problems I have had throughout the week, which makes me feel a lot better going into the next week.",[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
2649,Everyone did everything thy could to make sure I felt at home,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2650,Everyone did their best but I did sometimes find difficulties in communication,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2651,"Everyone form the receptionists, porters and medical professionals were first and foremost polite and engaging. So nice to see and experience. 
My appointment went like clockwork .  Great!!!  Thank you .",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2652,"Everyone from front desk to nurses to doctors were professional, respectful, approachable, helpful, good communicators and considerate. I’m beyond impressed, better service than a. 5-star hotel.",[0. 0. 0. 1. 0. 0. 1. 0. 1. 0. 1. 1. 0. 0. 0.]
2653,Everyone from porters to nurses and doctors were kind and had time to explain and seemed happy in their work.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2654,"Everyone from reception to Consultant was as helpful, friendly,  smiley and nice as you could possibly wish for",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2655,"Everyone from the  moment I arrived were excellent. Peter Hill
Was off the scale amazing- extremely personable, made me feel comfortable and confident  in his care. I totally trust him
And could not of had better experience",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2656,"Everyone from the Consultant, his secretary and all the CCL staff were fantastic.  I felt I was listened to and my issues taken into account when preparing for my day case procedure.  

Comparing your services to the those offered by the NHS is on a par with comparing apples and bananas, however, having been an NHS patient getting nowhere for many years, I felt a weight had been lifted when my Consultant referred me for care at CCL that took place within weeks.  Yes, as a self-paying patient it was very expensive and I've had to save a long time to be in a position to choose private healthcare but I do hope I will get the treatment/answers I need without any more delays.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2657,"Everyone from the check in staff, porters, nurses, doctors, surgeon etc. were very professional, kind and considerate. The hospital is very clean and new and facilities very well adapted for patients.   Food was excellent.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
2658,"Everyone from the consultant, nurses, porters , ,admin wee exceptionally helpful. I was very nervous regarding my treatment and all went out of their way to listen. talk and help

Can’t thank them all enough",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1.]
2659,"Everyone from the door staff, receptionists & nurses to Professor McGowan were helpful, friendly & professional. 
I learnt more & gained a better understanding with Professor McGowan in my 30 minute appointment, including a definitive diagnosis as to the cause of my condition, after 14 years of living with hypothyroidism. 
I would highly recommend Professor McGowan.",[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0. 0.]
2660,Everyone from the doorman to front desk to bride care was exceptionally professional,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]
2661,Everyone from the doorman to reception to the nurse and to Mr Gikas were exceptional.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2662,"Everyone from the long Covid team, from when I was first seen by the paramedics, and brought to hospital where my life was saved. Everyone has been focused on trying to help me through a very difficult time with all the health issues I am going through, the breathing difficulties, the extreme tiredness, my muddled mind, (I don’t like saying brain fog, as that term is being used so flippantly now for some silly things..) other areas of health problems that all impact on my life amd that of my wife also, the times spent with the counselling on line Everyone that has been dealing with me has done so with great passion, and openness. 
I thank everyone at NHS.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2663,Everyone from the porters at the ground floor to the receptionists and the radiologist were very helpful and friendly.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2664,"Everyone from the welcome staff, the porters, the catering staff, the nurses, and doctors were so kind and understanding. I couldn’t have had better care. Yr",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2665,Everyone has always been very good.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2666,"Everyone has been amazing, helpful and very caring.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2667,Everyone has been kind but not been due to waiting times.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2668,"Everyone has been lovely, I was seen timely and was given good advice and directions.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
2669,Everyone has been so caring and understanding of all my concerns and emotions. I have been given information regarding my diagnosis all my questions have been answered. The support has been fantastic.,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 1. 1. 0. 0.]
2670,Everyone has been very kind and helpful,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2671,Everyone helpful and professional but on occasion had to wait longer than would ideally like. MORE staff would improve this. Especially if they are short of staff to begin with!,[0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
2672,"Everyone here is nice and gave me really good service and treatment,",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2673,"Everyone here, from the reception to Drs and Nurses, are very nice and polite.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2674,"Everyone i came into contact with was excellent, kind and caring. Having been in other hospitals and visited family members i can honestly say this was the best i have seen and all the team should be congratulated on this.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0.]
2675,Everyone in the clinic was so kind and helpful,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2676,Everyone in the hospital from reception to meeting Dr. Molham is kind and welcoming and would like to help as much as possible,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2677,"Everyone in the hospital was amazing , very friendly and informative . The whole experience ran very smoothly and calmly. Most incredible hospital i have ever visited !!!",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0.]
2678,Everyone in the organisation was determined to provide best patient care. It was evident on my visit.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2679,"Everyone in the team who looked after me was extremely nice and friendly. My surgeon Dr Redfern was fantastic and you can’t ask for a more knowledgeable, caring and charming surgeon. I feel very comfortable and safe under his care.",[0. 0. 0. 0. 0. 1. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2680,Everyone involved in The Cleveland Clinic appears to be dedicated to giving their best .,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2681,Everyone involved in my care was helped me.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2682,"Everyone involved in my child assessment were always very professional and attentive, listening and giving advice on any concerns I had about my child's speech development.",[0. 0. 0. 0. 1. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0.]
2683,Everyone is always helpful and always have time for you.,[1. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2684,Everyone is always lovely with my son and considers his extra needs,[0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0.]
2685,Everyone is always so kind and helpful.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2686,Everyone is caring and friendly.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2687,Everyone is kind and always listens to us when we come here.,[0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0. 0.]
2688,Everyone is polite. The whole experience was good.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2689,Everyone is really nice.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2690,Everyone is so friendly.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2691,"Everyone is very helpful, caring",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2692,Everyone is welcoming and always kind. They make I'm happy and understand what is happening.,[0. 0. 0. 1. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2693,"Everyone kind, helpful, caring and professional.
My consultant Dr Andrew Nicolaou and Dr Barry Phillips provided excellent care throughout. I would highly recommend their care and expertise, and also the theatre team and nurses on the ward. 
Exceptional. Thank you all",[0. 0. 0. 0. 0. 1. 1. 0. 0. 0. 0. 1. 0. 0. 0.]
2694,"Everyone kind, helpful, explained everything.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 1. 0. 0. 0.]
2695,Everyone looked after me so well,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2696,Everyone made me feel that they had all the time in the world for me when clearly they were busy. A very nurturing contained and comforting environment created by all members of staff I came across including those not mentioned above.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]
2697,"Everyone of your team is excellent, from Vittorio Russo all the way throughout the team, The Cleveland Clinic London is an absolute credit to your organisation, I feel very blessed to have had my treatment with you.  If you every need an endorsement, please let me know.  Best wishes and good health to all.

Spencer",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2698,Everyone on the first floor from the gentleman on reception to the clinical team were really good.,[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]
2699,"Everyone person I met was welcoming, clear in explaining things and could not have done more.",[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]
2700,Everyone polite and kind and respectful.,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
2701,Everyone polite and showed respect,[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 1. 0. 0. 0. 0.]
2702,"Everyone polite, respectful and kind.",[0. 0. 0. 0. 0. 0. 0. 0. 1. 0. 0. 1. 0. 0. 0.]
